"activity_id","budget_id","budget_reel","budget_prevu","budget_ecart","pris_activite"
"2657","7535","0","0","0","0"
"2658","4433","0","0","0","0"
"2659","7197","0","0","0","0"
"2660","2660","0","0","0","0"
"2661","5156","0","0","0","0"
"2662","2662","0","0","0","0"
"2663","8905","0","0","0","0"
"2664","5684","0","0","0","0"
"2665","2665","0","0","0","0"
"2666","2666","0","0","0","0"
"2667","2667","0","0","0","0"
"2668","2668","0","0","0","0"
"2669","8350","0","0","0","0"
"2670","2670","0","0","0","0"
"2671","3733","0","0","0","0"
"2672","2672","0","0","0","0"
"2673","2673","0","0","0","0"
"2674","3072","0","0","0","0"
"2675","2675","0","0","0","0"
"2676","2676","0","0","0","0"
"2677","2677","0","0","0","0"
"2678","2678","0","0","0","0"
"2679","2679","0","0","0","0"
"2680","2680","0","0","0","0"
"2681","2681","0","0","0","0"
"2682","2682","0","0","0","0"
"2683","3985","0","0","0","0"
"2684","3067","0","0","0","0"
"2685","2685","0","0","0","0"
"2686","2686","0","0","0","0"
"2687","5496","0","0","0","0"
"2688","2688","0","0","0","0"
"2689","2689","0","0","0","0"
"2690","2690","0","0","0","0"
"2691","2691","0","0","0","0"
"2692","2692","0","0","0","0"
"2693","2693","0","0","0","0"
"2694","2694","0","0","0","0"
"2695","2695","0","0","0","0"
"2696","3589","0","0","0","0"
"2697","6341","0","0","0","0"
"2698","7901","0","0","0","0"
"2699","2699","0","0","0","0"
"2700","4058","0","0","0","0"
"2701","5162","0","0","0","0"
"2702","7595","0","0","0","0"
"2703","2703","0","0","0","0"
"2704","2704","0","0","0","0"
"2705","4781","0","0","0","0"
"2706","2706","0","0","0","0"
"2707","6706","0","0","0","0"
"2708","4642","0","0","0","0"
"2709","8688","0","0","0","0"
"2710","6896","0","0","0","0"
"2711","2711","0","0","0","0"
"2712","6175","0","0","0","0"
"2713","2713","0","0","0","0"
"2714","2714","0","0","0","0"
"2715","2715","0","0","0","0"
"2716","3803","0","0","0","0"
"2717","2717","0","0","0","0"
"2718","2718","0","0","0","0"
"2719","6209","0","0","0","0"
"2720","2720","0","0","0","0"
"2721","2721","0","0","0","0"
"2722","4029","0","0","0","0"
"2723","2723","0","0","0","0"
"2724","2724","0","0","0","0"
"2725","8880","0","0","0","0"
"2726","2726","0","0","0","0"
"2727","2727","0","0","0","0"
"2728","2728","0","0","0","0"
"2729","2729","0","0","0","0"
"2730","2951","0","0","0","0"
"2731","2731","0","0","0","0"
"2732","2732","0","0","0","0"
"2733","6072","0","0","0","0"
"2734","2734","0","0","0","0"
"2735","7996","0","0","0","0"
"2736","8701","0","0","0","0"
"2737","2737","0","0","0","0"
"2738","2738","0","0","0","0"
"2739","8590","0","0","0","0"
"2740","3854","0","0","0","0"
"2741","4295","0","0","0","0"
"2742","2742","0","0","0","0"
"2743","2743","0","0","0","0"
"2744","3963","0","0","0","0"
"2745","5171","0","0","0","0"
"2746","2746","0","0","0","0"
"2747","5897","0","0","0","0"
"2748","6627","0","0","0","0"
"2749","8452","0","0","0","0"
"2750","6496","0","0","0","0"
"2751","8773","0","0","0","0"
"2752","6740","0","0","0","0"
"2753","6270","0","0","0","0"
"2754","2754","0","0","0","0"
"2755","2755","0","0","0","0"
"2756","6504","0","0","0","0"
"2757","2757","0","0","0","0"
"2758","2758","0","0","0","0"
"2759","2759","0","0","0","0"
"2760","3803","0","0","0","0"
"2761","2761","0","0","0","0"
"2762","6401","0","0","0","0"
"2763","2763","0","0","0","0"
"2764","7612","0","0","0","0"
"2765","4531","0","0","0","0"
"2766","4007","0","0","0","0"
"2767","2767","0","0","0","0"
"2768","7639","0","0","0","0"
"2769","2769","0","0","0","0"
"2770","6249","0","0","0","0"
"2771","2771","0","0","0","0"
"2772","7402","0","0","0","0"
"2773","2773","0","0","0","0"
"2774","2774","0","0","0","0"
"2775","2775","0","0","0","0"
"2776","2776","0","0","0","0"
"2777","4953","0","0","0","0"
"2778","2778","0","0","0","0"
"2779","6144","0","0","0","0"
"2780","2780","0","0","0","0"
"2781","5532","0","0","0","0"
"2782","2782","0","0","0","0"
"2783","2783","0","0","0","0"
"2784","2784","0","0","0","0"
"2785","2785","0","0","0","0"
"2786","2786","0","0","0","0"
"2787","2787","0","0","0","0"
"2788","6978","0","0","0","0"
"2789","2789","0","0","0","0"
"2790","6738","0","0","0","0"
"2791","6214","0","0","0","0"
"2792","5885","0","0","0","0"
"2793","5592","0","0","0","0"
"2794","6334","0","0","0","0"
"2795","2795","0","0","0","0"
"2796","8768","0","0","0","0"
"2797","3887","0","0","0","0"
"2798","2798","0","0","0","0"
"2799","2799","0","0","0","0"
"2800","2800","0","0","0","0"
"2801","2801","0","0","0","0"
"2802","2802","0","0","0","0"
"2803","2803","0","0","0","0"
"2804","2804","0","0","0","0"
"2805","7664","0","0","0","0"
"2806","2806","0","0","0","0"
"2807","4895","0","0","0","0"
"2808","2808","0","0","0","0"
"2809","8460","0","0","0","0"
"2810","3976","0","0","0","0"
"2811","2811","0","0","0","0"
"2812","7959","0","0","0","0"
"2813","8512","0","0","0","0"
"2814","2814","0","0","0","0"
"2815","2815","0","0","0","0"
"2816","2816","0","0","0","0"
"2817","2817","0","0","0","0"
"2818","2818","0","0","0","0"
"2819","2819","0","0","0","0"
"2820","2820","0","0","0","0"
"2821","2821","0","0","0","0"
"2822","2822","0","0","0","0"
"2823","2823","0","0","0","0"
"2824","6742","0","0","0","0"
"2825","2825","0","0","0","0"
"2826","2826","0","0","0","0"
"2827","8024","0","0","0","0"
"2828","2828","0","0","0","0"
"2829","2829","0","0","0","0"
"2830","2830","0","0","0","0"
"2831","8479","0","0","0","0"
"2832","2832","0","0","0","0"
"2833","2833","0","0","0","0"
"2834","8313","0","0","0","0"
"2835","2835","0","0","0","0"
"2836","2836","0","0","0","0"
"2837","7837","0","0","0","0"
"2838","7388","0","0","0","0"
"2839","2839","0","0","0","0"
"2840","2840","0","0","0","0"
"2841","2841","0","0","0","0"
"2842","2879","0","0","0","0"
"2843","2843","0","0","0","0"
"2844","6738","0","0","0","0"
"2845","2845","0","0","0","0"
"2846","6935","0","0","0","0"
"2847","2847","0","0","0","0"
"2848","8469","0","0","0","0"
"2849","8081","0","0","0","0"
"2850","5896","0","0","0","0"
"2851","8955","0","0","0","0"
"2852","5593","0","0","0","0"
"2853","5423","0","0","0","0"
"2854","2854","0","0","0","0"
"2855","2855","0","0","0","0"
"2856","2856","0","0","0","0"
"2857","2857","0","0","0","0"
"2858","3697","0","0","0","0"
"2859","2859","0","0","0","0"
"2860","2860","0","0","0","0"
"2861","7464","0","0","0","0"
"2862","2862","0","0","0","0"
"2863","2863","0","0","0","0"
"2864","5313","0","0","0","0"
"2865","2865","0","0","0","0"
"2866","2866","0","0","0","0"
"2867","2867","0","0","0","0"
"2868","2868","0","0","0","0"
"2869","2869","0","0","0","0"
"2870","2870","0","0","0","0"
"2871","2871","0","0","0","0"
"2872","2872","0","0","0","0"
"2873","2873","0","0","0","0"
"2874","2874","0","0","0","0"
"2875","2875","0","0","0","0"
"2876","2876","0","0","0","0"
"2877","2877","0","0","0","0"
"2878","7982","0","0","0","0"
"2879","2879","0","0","0","0"
"2880","2880","0","0","0","0"
"2881","2881","0","0","0","0"
"2882","2882","0","0","0","0"
"2883","2883","0","0","0","0"
"2884","2884","0","0","0","0"
"2885","2885","0","0","0","0"
"2886","8737","0","0","0","0"
"2887","2887","0","0","0","0"
"2888","2888","0","0","0","0"
"2889","2889","0","0","0","0"
"2890","2890","0","0","0","0"
"2891","2891","0","0","0","0"
"2892","2892","0","0","0","0"
"2893","8981","0","0","0","0"
"2894","2894","0","0","0","0"
"2895","8431","0","0","0","0"
"2896","2896","0","0","0","0"
"2897","2897","0","0","0","0"
"2898","2898","0","0","0","0"
"2899","4054","0","0","0","0"
"2900","4558","0","0","0","0"
"2901","7683","0","0","0","0"
"2902","2902","0","0","0","0"
"2903","2903","0","0","0","0"
"2904","2904","0","0","0","0"
"2905","7108","0","0","0","0"
"2906","7065","0","0","0","0"
"2907","7982","0","0","0","0"
"2908","2908","0","0","0","0"
"2909","7616","0","0","0","0"
"2910","2910","0","0","0","0"
"2911","2911","0","0","0","0"
"2912","2912","0","0","0","0"
"2913","2913","0","0","0","0"
"2914","8901","0","0","0","0"
"2915","2915","0","0","0","0"
"2916","2916","0","0","0","0"
"2917","2917","0","0","0","0"
"2918","2918","0","0","0","0"
"2919","7432","0","0","0","0"
"2920","7731","0","0","0","0"
"2921","8752","0","0","0","0"
"2922","4333","0","0","0","0"
"2923","2923","0","0","0","0"
"2924","2924","0","0","0","0"
"2925","2925","0","0","0","0"
"2926","2926","0","0","0","0"
"2927","7628","0","0","0","0"
"2928","2928","0","0","0","0"
"2929","2929","0","0","0","0"
"2930","8147","0","0","0","0"
"2931","5300","0","0","0","0"
"2932","2932","0","0","0","0"
"2933","2933","0","0","0","0"
"2934","2934","0","0","0","0"
"2935","2935","0","0","0","0"
"2936","2936","0","0","0","0"
"2937","2937","0","0","0","0"
"2938","2938","0","0","0","0"
"2939","2939","0","0","0","0"
"2940","3659","0","0","0","0"
"2941","3001","0","0","0","0"
"2942","4063","0","0","0","0"
"2943","6028","0","0","0","0"
"2944","7595","0","0","0","0"
"2945","2945","0","0","0","0"
"2946","2946","0","0","0","0"
"2947","7302","0","0","0","0"
"2948","2948","0","0","0","0"
"2949","2949","0","0","0","0"
"2950","5100","0","0","0","0"
"2951","2951","0","0","0","0"
"2952","8553","0","0","0","0"
"2953","2953","0","0","0","0"
"2954","2954","0","0","0","0"
"2955","2955","0","0","0","0"
"2956","2956","0","0","0","0"
"2957","2957","0","0","0","0"
"2958","2958","0","0","0","0"
"2959","2959","0","0","0","0"
"2960","8079","0","0","0","0"
"2961","4167","0","0","0","0"
"2962","2962","0","0","0","0"
"2963","5681","0","0","0","0"
"2964","7298","0","0","0","0"
"2965","2965","0","0","0","0"
"2966","2966","0","0","0","0"
"2967","2967","0","0","0","0"
"2968","2968","0","0","0","0"
"2969","2969","0","0","0","0"
"2970","2970","0","0","0","0"
"2971","2971","0","0","0","0"
"2972","8795","0","0","0","0"
"2973","2973","0","0","0","0"
"2974","2974","0","0","0","0"
"2975","2975","0","0","0","0"
"2976","8617","0","0","0","0"
"2977","3266","0","0","0","0"
"2978","2978","0","0","0","0"
"2979","3922","0","0","0","0"
"2980","2980","0","0","0","0"
"2981","6755","0","0","0","0"
"2982","2982","0","0","0","0"
"2983","2983","0","0","0","0"
"2984","2984","0","0","0","0"
"2985","2985","0","0","0","0"
"2986","2986","0","0","0","0"
"2987","2987","0","0","0","0"
"2988","7459","0","0","0","0"
"2989","2989","0","0","0","0"
"2990","2990","0","0","0","0"
"2991","8323","0","0","0","0"
"2992","8745","0","0","0","0"
"2993","8983","0","0","0","0"
"2994","2994","0","0","0","0"
"2995","2995","0","0","0","0"
"2996","2996","0","0","0","0"
"2997","2997","0","0","0","0"
"2998","4326","0","0","0","0"
"2999","2999","0","0","0","0"
"3000","8786","0","0","0","0"
"3001","3001","0","0","0","0"
"3002","3002","0","0","0","0"
"3003","4785","0","0","0","0"
"3004","7281","0","0","0","0"
"3005","4790","0","0","0","0"
"3006","5064","0","0","0","0"
"3007","3007","0","0","0","0"
"3008","4518","0","0","0","0"
"3009","4735","0","0","0","0"
"3010","3010","0","0","0","0"
"3011","3011","0","0","0","0"
"3012","3012","0","0","0","0"
"3013","3013","0","0","0","0"
"3014","3014","0","0","0","0"
"3015","7163","0","0","0","0"
"3016","3016","0","0","0","0"
"3017","3017","0","0","0","0"
"3018","3018","0","0","0","0"
"3019","3019","0","0","0","0"
"3020","4326","0","0","0","0"
"3021","3021","0","0","0","0"
"3022","8565","0","0","0","0"
"3023","3300","0","0","0","0"
"3024","6217","0","0","0","0"
"3025","3915","0","0","0","0"
"3026","3026","0","0","0","0"
"3027","3027","0","0","0","0"
"3028","3028","0","0","0","0"
"3029","5707","0","0","0","0"
"3030","3030","0","0","0","0"
"3031","7225","0","0","0","0"
"3032","3461","0","0","0","0"
"3033","3033","0","0","0","0"
"3034","3034","0","0","0","0"
"3035","5127","0","0","0","0"
"3036","3036","0","0","0","0"
"3037","5436","0","0","0","0"
"3038","3038","0","0","0","0"
"3039","3039","0","0","0","0"
"3040","3040","0","0","0","0"
"3041","7669","0","0","0","0"
"3042","3042","0","0","0","0"
"3043","3043","0","0","0","0"
"3044","8371","0","0","0","0"
"3045","4819","0","0","0","0"
"3046","3046","0","0","0","0"
"3047","4617","0","0","0","0"
"3048","4729","0","0","0","0"
"3049","3049","0","0","0","0"
"3050","3050","0","0","0","0"
"3051","4186","0","0","0","0"
"3052","3803","0","0","0","0"
"3053","3053","0","0","0","0"
"3054","3139","0","0","0","0"
"3055","3055","0","0","0","0"
"3056","8534","0","0","0","0"
"3057","3057","0","0","0","0"
"3058","3058","0","0","0","0"
"3059","3059","0","0","0","0"
"3060","3060","0","0","0","0"
"3061","3061","0","0","0","0"
"3062","3062","0","0","0","0"
"3063","3063","0","0","0","0"
"3064","6220","0","0","0","0"
"3065","3065","0","0","0","0"
"3066","3066","0","0","0","0"
"3067","3067","0","0","0","0"
"3068","3068","0","0","0","0"
"3069","3069","0","0","0","0"
"3070","6258","0","0","0","0"
"3071","3071","0","0","0","0"
"3072","3072","0","0","0","0"
"3073","7973","0","0","0","0"
"3074","3074","0","0","0","0"
"3075","3075","0","0","0","0"
"3076","3076","0","0","0","0"
"3077","5377","0","0","0","0"
"3078","5549","0","0","0","0"
"3079","3079","0","0","0","0"
"3080","4578","0","0","0","0"
"3081","3081","0","0","0","0"
"3082","3082","0","0","0","0"
"3083","3083","0","0","0","0"
"3084","3084","0","0","0","0"
"3085","3085","0","0","0","0"
"3086","5036","0","0","0","0"
"3087","3087","0","0","0","0"
"3088","3088","0","0","0","0"
"3089","3089","0","0","0","0"
"3090","3090","0","0","0","0"
"3091","3091","0","0","0","0"
"3092","3092","0","0","0","0"
"3093","3093","0","0","0","0"
"3094","8917","0","0","0","0"
"3095","3095","0","0","0","0"
"3096","3096","0","0","0","0"
"3097","3097","0","0","0","0"
"3098","5485","0","0","0","0"
"3099","5002","0","0","0","0"
"3100","3577","0","0","0","0"
"3101","3101","0","0","0","0"
"3102","3102","0","0","0","0"
"3103","3103","0","0","0","0"
"3104","3104","0","0","0","0"
"3105","8965","0","0","0","0"
"3106","3106","0","0","0","0"
"3107","3107","0","0","0","0"
"3108","3108","0","0","0","0"
"3109","3109","0","0","0","0"
"3110","3110","0","0","0","0"
"3111","3111","0","0","0","0"
"3112","3972","0","0","0","0"
"3113","7248","0","0","0","0"
"3114","3114","0","0","0","0"
"3115","3115","0","0","0","0"
"3116","7410","0","0","0","0"
"3117","3117","0","0","0","0"
"3118","3118","0","0","0","0"
"3119","5131","0","0","0","0"
"3120","6527","0","0","0","0"
"3121","7904","0","0","0","0"
"3122","3122","0","0","0","0"
"3123","3658","0","0","0","0"
"3124","3124","0","0","0","0"
"3125","3125","0","0","0","0"
"3126","3126","0","0","0","0"
"3127","3127","0","0","0","0"
"3128","8979","0","0","0","0"
"3129","6807","0","0","0","0"
"3130","3130","0","0","0","0"
"3131","3131","0","0","0","0"
"3132","3132","0","0","0","0"
"3133","3133","0","0","0","0"
"3134","5502","0","0","0","0"
"3135","4735","0","0","0","0"
"3136","7038","0","0","0","0"
"3137","7160","0","0","0","0"
"3138","4821","0","0","0","0"
"3139","3139","0","0","0","0"
"3140","3140","0","0","0","0"
"3141","3141","0","0","0","0"
"3142","3142","0","0","0","0"
"3143","3143","0","0","0","0"
"3144","3144","0","0","0","0"
"3145","3145","0","0","0","0"
"3146","3146","0","0","0","0"
"3147","4171","0","0","0","0"
"3148","5595","0","0","0","0"
"3149","3149","0","0","0","0"
"3150","4269","0","0","0","0"
"3151","3151","0","0","0","0"
"3152","3152","0","0","0","0"
"3153","8004","0","0","0","0"
"3154","3154","0","0","0","0"
"3155","4354","0","0","0","0"
"3156","3156","0","0","0","0"
"3157","3157","0","0","0","0"
"3158","3158","0","0","0","0"
"3159","3159","0","0","0","0"
"3160","4462","0","0","0","0"
"3161","3161","0","0","0","0"
"3162","3162","0","0","0","0"
"3163","6228","0","0","0","0"
"3164","3164","0","0","0","0"
"3165","3165","0","0","0","0"
"3166","8765","0","0","0","0"
"3167","8097","0","0","0","0"
"3168","3168","0","0","0","0"
"3169","3169","0","0","0","0"
"3170","8034","0","0","0","0"
"3171","3171","0","0","0","0"
"3172","3172","0","0","0","0"
"3173","3173","0","0","0","0"
"3174","7421","0","0","0","0"
"3175","3302","0","0","0","0"
"3176","3176","0","0","0","0"
"3177","8286","0","0","0","0"
"3178","8623","0","0","0","0"
"3179","4501","0","0","0","0"
"3180","3180","0","0","0","0"
"3181","3181","0","0","0","0"
"3182","3182","0","0","0","0"
"3183","3728","0","0","0","0"
"3184","3184","0","0","0","0"
"3185","3185","0","0","0","0"
"3186","3186","0","0","0","0"
"3187","5351","0","0","0","0"
"3188","8385","0","0","0","0"
"3189","3189","0","0","0","0"
"3190","8691","0","0","0","0"
"3191","3191","0","0","0","0"
"3192","5738","0","0","0","0"
"3193","4914","0","0","0","0"
"3194","3315","0","0","0","0"
"3195","3195","0","0","0","0"
"3196","3196","0","0","0","0"
"3197","8965","0","0","0","0"
"3198","3198","0","0","0","0"
"3199","3199","0","0","0","0"
"3200","5988","0","0","0","0"
"3201","3390","0","0","0","0"
"3202","3202","0","0","0","0"
"3203","3203","0","0","0","0"
"3204","3204","0","0","0","0"
"3205","3205","0","0","0","0"
"3206","3206","0","0","0","0"
"3207","6367","0","0","0","0"
"3208","5438","0","0","0","0"
"3209","4985","0","0","0","0"
"3210","7491","0","0","0","0"
"3211","3211","0","0","0","0"
"3212","5558","0","0","0","0"
"3213","7111","0","0","0","0"
"3214","3214","0","0","0","0"
"3215","6733","0","0","0","0"
"3216","3216","0","0","0","0"
"3217","4382","0","0","0","0"
"3218","3218","0","0","0","0"
"3219","3219","0","0","0","0"
"3220","5396","0","0","0","0"
"3221","3221","0","0","0","0"
"3222","7774","0","0","0","0"
"3223","8836","0","0","0","0"
"3224","5327","0","0","0","0"
"3225","3225","0","0","0","0"
"3226","3226","0","0","0","0"
"3227","3227","0","0","0","0"
"3228","3228","0","0","0","0"
"3229","3229","0","0","0","0"
"3230","3230","0","0","0","0"
"3231","7091","0","0","0","0"
"3232","3232","0","0","0","0"
"3233","3233","0","0","0","0"
"3234","6579","0","0","0","0"
"3235","7024","0","0","0","0"
"3236","4829","0","0","0","0"
"3237","3237","0","0","0","0"
"3238","3238","0","0","0","0"
"3239","3239","0","0","0","0"
"3240","3240","0","0","0","0"
"3241","3241","0","0","0","0"
"3242","3242","0","0","0","0"
"3243","3243","0","0","0","0"
"3244","3244","0","0","0","0"
"3245","4678","0","0","0","0"
"3246","3246","0","0","0","0"
"3247","4404","0","0","0","0"
"3248","3248","0","0","0","0"
"3249","3249","0","0","0","0"
"3250","8012","0","0","0","0"
"3251","3251","0","0","0","0"
"3252","3252","0","0","0","0"
"3253","3253","0","0","0","0"
"3254","3254","0","0","0","0"
"3255","3255","0","0","0","0"
"3256","3256","0","0","0","0"
"3257","3257","0","0","0","0"
"3258","3996","0","0","0","0"
"3259","8125","0","0","0","0"
"3260","3260","0","0","0","0"
"3261","3261","0","0","0","0"
"3262","3262","0","0","0","0"
"3263","3435","0","0","0","0"
"3264","7762","0","0","0","0"
"3265","3265","0","0","0","0"
"3266","3266","0","0","0","0"
"3267","5676","0","0","0","0"
"3268","7773","0","0","0","0"
"3269","3269","0","0","0","0"
"3270","3270","0","0","0","0"
"3271","4307","0","0","0","0"
"3272","3272","0","0","0","0"
"3273","3273","0","0","0","0"
"3274","7230","0","0","0","0"
"3275","3275","0","0","0","0"
"3276","3276","0","0","0","0"
"3277","5395","0","0","0","0"
"3278","6448","0","0","0","0"
"3279","8257","0","0","0","0"
"3280","3280","0","0","0","0"
"3281","8695","0","0","0","0"
"3282","3282","0","0","0","0"
"3283","3535","0","0","0","0"
"3284","3284","0","0","0","0"
"3285","3285","0","0","0","0"
"3286","3286","0","0","0","0"
"3287","4916","0","0","0","0"
"3288","8410","0","0","0","0"
"3289","3289","0","0","0","0"
"3290","3290","0","0","0","0"
"3291","3291","0","0","0","0"
"3292","3292","0","0","0","0"
"3293","3293","0","0","0","0"
"3294","3294","0","0","0","0"
"3295","3295","0","0","0","0"
"3296","3296","0","0","0","0"
"3297","4536","0","0","0","0"
"3298","3298","0","0","0","0"
"3299","3299","0","0","0","0"
"3300","3300","0","0","0","0"
"3301","6655","0","0","0","0"
"3302","3302","0","0","0","0"
"3303","3303","0","0","0","0"
"3304","3304","0","0","0","0"
"3305","4468","0","0","0","0"
"3306","6301","0","0","0","0"
"3307","5896","0","0","0","0"
"3308","3308","0","0","0","0"
"3309","6901","0","0","0","0"
"3310","6793","0","0","0","0"
"3311","6452","0","0","0","0"
"3312","3312","0","0","0","0"
"3313","3313","0","0","0","0"
"3314","7524","0","0","0","0"
"3315","3315","0","0","0","0"
"3316","8598","0","0","0","0"
"3317","3317","0","0","0","0"
"3318","3318","0","0","0","0"
"3319","6720","0","0","0","0"
"3320","3627","0","0","0","0"
"3321","6659","0","0","0","0"
"3322","8592","0","0","0","0"
"3323","8147","0","0","0","0"
"3324","3324","0","0","0","0"
"3325","3325","0","0","0","0"
"3326","3326","0","0","0","0"
"3327","3327","0","0","0","0"
"3328","6375","0","0","0","0"
"3329","3329","0","0","0","0"
"3330","3330","0","0","0","0"
"3331","7067","0","0","0","0"
"3332","3332","0","0","0","0"
"3333","7522","0","0","0","0"
"3334","3334","0","0","0","0"
"3335","3335","0","0","0","0"
"3336","3336","0","0","0","0"
"3337","7249","0","0","0","0"
"3338","3338","0","0","0","0"
"3339","5879","0","0","0","0"
"3340","8682","0","0","0","0"
"3341","3341","0","0","0","0"
"3342","8292","0","0","0","0"
"3343","5272","0","0","0","0"
"3344","3344","0","0","0","0"
"3345","3345","0","0","0","0"
"3346","3346","0","0","0","0"
"3347","3347","0","0","0","0"
"3348","3348","0","0","0","0"
"3349","3349","0","0","0","0"
"3350","3350","0","0","0","0"
"3351","8464","0","0","0","0"
"3352","3352","0","0","0","0"
"3353","3353","0","0","0","0"
"3354","5994","0","0","0","0"
"3355","3355","0","0","0","0"
"3356","3356","0","0","0","0"
"3357","3357","0","0","0","0"
"3358","5724","0","0","0","0"
"3359","3359","0","0","0","0"
"3360","5339","0","0","0","0"
"3361","3361","0","0","0","0"
"3362","3362","0","0","0","0"
"3363","3363","0","0","0","0"
"3364","3364","0","0","0","0"
"3365","6410","0","0","0","0"
"3366","3366","0","0","0","0"
"3367","3367","0","0","0","0"
"3368","3368","0","0","0","0"
"3369","3369","0","0","0","0"
"3370","4790","0","0","0","0"
"3371","5781","0","0","0","0"
"3372","7362","0","0","0","0"
"3373","3373","0","0","0","0"
"3374","3374","0","0","0","0"
"3375","6285","0","0","0","0"
"3376","5566","0","0","0","0"
"3377","3377","0","0","0","0"
"3378","3378","0","0","0","0"
"3379","5592","0","0","0","0"
"3380","3380","0","0","0","0"
"3381","3381","0","0","0","0"
"3382","3382","0","0","0","0"
"3383","3383","0","0","0","0"
"3384","6009","0","0","0","0"
"3385","3385","0","0","0","0"
"3386","7367","0","0","0","0"
"3387","3387","0","0","0","0"
"3388","3388","0","0","0","0"
"3389","4911","0","0","0","0"
"3390","3390","0","0","0","0"
"3391","3391","0","0","0","0"
"3392","3392","0","0","0","0"
"3393","7379","0","0","0","0"
"3394","3394","0","0","0","0"
"3395","3395","0","0","0","0"
"3396","6491","0","0","0","0"
"3397","3397","0","0","0","0"
"3398","3398","0","0","0","0"
"3399","3399","0","0","0","0"
"3400","3400","0","0","0","0"
"3401","3401","0","0","0","0"
"3402","3402","0","0","0","0"
"3403","3403","0","0","0","0"
"3404","7264","0","0","0","0"
"3405","6086","0","0","0","0"
"3406","3406","0","0","0","0"
"3407","3407","0","0","0","0"
"3408","3408","0","0","0","0"
"3409","7491","0","0","0","0"
"3410","8057","0","0","0","0"
"3411","6067","0","0","0","0"
"3412","3412","0","0","0","0"
"3413","3413","0","0","0","0"
"3414","4990","0","0","0","0"
"3415","7511","0","0","0","0"
"3416","5036","0","0","0","0"
"3417","7437","0","0","0","0"
"3418","3418","0","0","0","0"
"3419","6327","0","0","0","0"
"3420","3420","0","0","0","0"
"3421","3421","0","0","0","0"
"3422","3422","0","0","0","0"
"3423","6183","0","0","0","0"
"3424","7082","0","0","0","0"
"3425","3425","0","0","0","0"
"3426","5057","0","0","0","0"
"3427","3427","0","0","0","0"
"3428","8169","0","0","0","0"
"3429","3429","0","0","0","0"
"3430","3430","0","0","0","0"
"3431","3431","0","0","0","0"
"3432","3432","0","0","0","0"
"3433","3433","0","0","0","0"
"3434","3434","0","0","0","0"
"3435","3435","0","0","0","0"
"3436","3436","0","0","0","0"
"3437","8893","0","0","0","0"
"3438","5462","0","0","0","0"
"3439","4430","0","0","0","0"
"3440","3440","0","0","0","0"
"3441","4775","0","0","0","0"
"3442","7902","0","0","0","0"
"3443","4564","0","0","0","0"
"3444","3444","0","0","0","0"
"3445","3445","0","0","0","0"
"3446","3446","0","0","0","0"
"3447","3447","0","0","0","0"
"3448","7599","0","0","0","0"
"3449","3449","0","0","0","0"
"3450","8681","0","0","0","0"
"3451","3451","0","0","0","0"
"3452","3452","0","0","0","0"
"3453","3453","0","0","0","0"
"3454","3454","0","0","0","0"
"3455","3455","0","0","0","0"
"3456","3456","0","0","0","0"
"3457","3457","0","0","0","0"
"3458","6519","0","0","0","0"
"3459","5916","0","0","0","0"
"3460","3460","0","0","0","0"
"3461","3461","0","0","0","0"
"3462","3462","0","0","0","0"
"3463","4220","0","0","0","0"
"3464","3464","0","0","0","0"
"3465","4307","0","0","0","0"
"3466","3466","0","0","0","0"
"3467","3467","0","0","0","0"
"3468","3468","0","0","0","0"
"3469","3745","0","0","0","0"
"3470","3470","0","0","0","0"
"3471","3471","0","0","0","0"
"3472","3472","0","0","0","0"
"3473","7173","0","0","0","0"
"3474","6974","0","0","0","0"
"3475","3475","0","0","0","0"
"3476","7637","0","0","0","0"
"3477","7692","0","0","0","0"
"3478","3478","0","0","0","0"
"3479","8275","0","0","0","0"
"3480","3480","0","0","0","0"
"3481","6596","0","0","0","0"
"3482","3482","0","0","0","0"
"3483","3831","0","0","0","0"
"3484","3484","0","0","0","0"
"3485","3485","0","0","0","0"
"3486","3486","0","0","0","0"
"3487","3487","0","0","0","0"
"3488","5036","0","0","0","0"
"3489","3489","0","0","0","0"
"3490","3490","0","0","0","0"
"3491","3491","0","0","0","0"
"3492","5750","0","0","0","0"
"3493","3493","0","0","0","0"
"3494","3494","0","0","0","0"
"3495","3495","0","0","0","0"
"3496","3496","0","0","0","0"
"3497","3497","0","0","0","0"
"3498","3613","0","0","0","0"
"3499","3499","0","0","0","0"
"3500","5057","0","0","0","0"
"3501","3501","0","0","0","0"
"3502","6766","0","0","0","0"
"3503","3503","0","0","0","0"
"3504","3504","0","0","0","0"
"3505","3505","0","0","0","0"
"3506","3506","0","0","0","0"
"3507","3507","0","0","0","0"
"3508","3508","0","0","0","0"
"3509","5233","0","0","0","0"
"3510","3510","0","0","0","0"
"3511","3511","0","0","0","0"
"3512","7496","0","0","0","0"
"3513","8370","0","0","0","0"
"3514","3514","0","0","0","0"
"3515","3515","0","0","0","0"
"3516","3516","0","0","0","0"
"3517","3517","0","0","0","0"
"3518","3518","0","0","0","0"
"3519","3519","0","0","0","0"
"3520","3520","0","0","0","0"
"3521","3521","0","0","0","0"
"3522","6447","0","0","0","0"
"3523","4777","0","0","0","0"
"3524","3524","0","0","0","0"
"3525","6295","0","0","0","0"
"3526","7826","0","0","0","0"
"3527","3527","0","0","0","0"
"3528","4329","0","0","0","0"
