"budget_id","cout_transport","cout_food","cout_equipement","cout_health","cout_organisation","total"
"2290","4881.54","6831.24","3013.73","1846.45","2703.04","19276.00"
"2291","4189.56","5890.86","2168.55","1722.26","1893.77","15865.00"
"2292","4279.51","5528.77","2844.48","1442.29","1946.95","16042.00"
"2293","3260.12","3492.52","1496.59","1167.69","1472.08","10889.00"
"2294","3600.02","4369.36","2591.30","1426.88","2491.44","14479.00"
"2295","4150.58","5703.69","2113.75","1338.96","2978.02","16285.00"
"2296","4193.65","5173.49","2270.59","1661.14","1272.13","14571.00"
"2297","4030.48","6033.17","2534.45","1749.81","3955.09","18303.00"
"2298","2741.40","3025.87","1329.38","940.97","1436.38","9474.00"
"2299","2353.58","3419.57","1504.39","937.80","2030.66","10246.00"
"2300","1889.80","2937.69","1409.32","1020.26","1299.93","8557.00"
"2301","3444.68","5226.00","2103.51","1621.60","3022.21","15418.00"
"2302","3057.52","3391.59","1372.25","1303.01","1755.63","10880.00"
"2303","3023.20","3934.18","1444.06","1146.62","1902.94","11451.00"
"2304","5714.04","6634.68","3029.63","2098.85","2770.80","20248.00"
"2305","2842.42","3858.87","1797.79","985.06","2547.86","12032.00"
"2306","3960.52","5372.65","2198.61","1666.87","1221.35","14420.00"
"2307","1927.08","2984.27","1210.59","712.76","1853.30","8688.00"
"2308","3155.87","4267.26","1644.04","1570.97","2483.86","13122.00"
"2309","4054.69","4938.64","2013.29","1534.84","1562.54","14104.00"
"2310","2748.30","4056.79","1951.62","1211.70","2345.59","12314.00"
"2311","5191.84","6347.61","3721.80","2362.41","3258.34","20882.00"
"2312","4845.49","7216.78","3661.29","2409.27","2303.17","20436.00"
"2313","1731.30","2198.51","1208.15","610.34","1458.70","7207.00"
"2314","6110.86","7963.16","3552.90","1890.96","2468.12","21986.00"
"2315","3684.55","4961.50","2771.84","1616.15","2715.96","15750.00"
"2316","3755.14","4332.29","1564.84","1271.67","1736.06","12660.00"
"2317","4128.75","5712.84","2128.80","1510.23","3412.38","16893.00"
"2318","2625.86","2944.30","1412.74","1068.34","1563.76","9615.00"
"2319","1616.58","2020.31","960.35","508.93","1115.83","6222.00"
"2320","2500.09","4055.76","1565.59","998.38","1870.18","10990.00"
"2321","2354.43","3484.13","1535.33","938.60","1274.51","9587.00"
"2322","3603.92","5189.85","1747.48","1403.72","2239.03","14184.00"
"2323","2223.64","2355.90","1001.70","765.68","1360.08","7707.00"
"2324","2524.60","3652.13","1385.43","1039.13","2052.71","10654.00"
"2325","2145.69","2617.06","1176.58","965.50","1209.17","8114.00"
"2326","1979.00","2475.14","1125.36","712.12","1127.38","7419.00"
"2327","3239.08","4436.10","1671.29","1130.62","1897.91","12375.00"
"2328","2924.84","3771.40","1625.82","929.24","1085.70","10337.00"
"2329","2346.61","2600.96","1138.21","844.69","1703.53","8634.00"
"2330","3230.66","3554.00","1329.89","1045.09","1759.36","10919.00"
"2331","2515.55","2934.33","1497.99","816.63","1119.50","8884.00"
"2332","4241.10","5148.16","2331.64","1330.73","1427.37","14479.00"
"2333","2506.69","3186.63","1554.25","910.56","484.87","8643.00"
"2334","4169.07","5647.25","3083.04","1996.55","2252.09","17148.00"
"2335","3122.84","4174.26","1823.88","1046.46","2554.56","12722.00"
"2336","3193.74","4050.84","1778.40","1438.10","1883.92","12345.00"
"2337","3087.84","3881.81","1851.53","1375.89","1682.93","11880.00"
"2338","5691.28","7557.08","3638.04","2201.32","3349.28","22437.00"
"2339","3452.67","5164.75","1929.10","1627.30","2337.18","14511.00"
"2340","2289.87","2601.27","1283.98","669.15","1478.73","8323.00"
"2341","2974.18","4910.89","2112.37","1239.55","1722.01","12959.00"
"2342","3060.45","4073.30","2148.20","1437.72","1729.33","12449.00"
"2343","2433.35","2718.59","1428.75","889.95","882.36","8353.00"
"2344","2246.12","3502.93","1674.33","930.87","962.75","9317.00"
"2345","2761.53","3403.26","1160.89","1125.02","1117.30","9568.00"
"2346","3945.17","4311.46","1805.34","1287.02","1871.01","13220.00"
"2347","2549.71","3793.69","1561.14","1278.86","2404.60","11588.00"
"2348","2636.33","3342.16","1309.13","954.46","2508.92","10751.00"
"2349","3557.31","3670.62","1448.52","966.42","2368.13","12011.00"
"2350","3988.62","5036.51","1810.61","1417.51","1149.75","13403.00"
"2351","2709.35","3655.56","1679.00","1009.96","1117.13","10171.00"
"2352","1492.65","2137.67","880.31","691.38","1340.99","6543.00"
"2353","2901.96","3902.37","1891.22","1069.34","927.11","10692.00"
"2354","2527.38","3082.00","1232.85","702.06","1039.71","8584.00"
"2355","2555.69","2590.54","1467.17","854.60","1144.00","8612.00"
"2356","4077.02","5283.97","2750.70","1877.76","2624.55","16614.00"
"2357","2854.13","4525.80","2230.65","1422.02","1814.40","12847.00"
"2358","1909.01","2640.56","1287.76","671.35","1494.32","8003.00"
"2359","4493.49","5923.62","2557.50","2005.48","1975.91","16956.00"
"2360","2549.67","3258.45","1732.17","1210.68","1948.03","10699.00"
"2361","2775.38","3611.57","1159.15","849.93","1123.97","9520.00"
"2362","3353.78","4985.50","2397.63","1446.72","2259.37","14443.00"
"2363","2274.09","3271.51","1396.42","1167.76","2166.22","10276.00"
"2364","2843.90","3649.39","1487.33","1040.81","1917.57","10939.00"
"2365","5743.38","6610.31","2748.79","1931.10","3999.42","21033.00"
"2366","3752.77","4572.74","2569.71","1735.02","2292.76","14923.00"
"2367","2542.36","3815.27","1368.08","847.08","1980.21","10553.00"
"2368","3395.62","5064.82","2402.88","1432.25","3114.43","15410.00"
"2369","4950.68","6192.24","3628.82","2467.35","3373.91","20613.00"
"2370","3342.77","3465.18","1945.76","1086.66","1599.63","11440.00"
"2371","2433.84","3504.73","1300.74","1202.47","2369.22","10811.00"
"2372","4698.95","5361.95","2876.96","1930.54","1410.60","16279.00"
"2373","2226.74","3071.52","1247.62","938.73","992.39","8477.00"
"2374","2963.50","3915.83","1404.92","1113.53","977.22","10375.00"
"2375","3806.23","4188.30","2010.30","1636.12","2102.05","13743.00"
"2376","4485.94","4908.62","2457.26","1298.58","2017.60","15168.00"
"2377","3562.09","4829.41","2416.84","1567.65","2150.01","14526.00"
"2378","1643.32","1792.21","739.74","577.04","1007.69","5760.00"
"2379","2652.92","4393.99","1858.95","1116.87","1999.27","12022.00"
"2380","2772.94","3029.46","1387.83","889.73","1957.04","10037.00"
"2381","3525.59","4118.29","2204.87","1544.85","1787.40","13181.00"
"2382","3881.30","4490.20","2561.95","1604.31","2377.24","14915.00"
"2383","2556.29","3997.05","1701.86","1110.92","2031.88","11398.00"
"2384","5120.01","5692.77","2523.77","2153.88","2666.57","18157.00"
"2385","4047.77","4682.57","2456.10","1759.66","2602.90","15549.00"
"2386","4999.92","5757.58","2614.36","1863.42","1629.72","16865.00"
"2387","1899.37","2854.37","1183.11","815.01","832.14","7584.00"
"2388","3768.05","4699.79","2253.39","1385.19","2644.58","14751.00"
"2389","2251.17","2590.15","1032.13","870.64","1406.91","8151.00"
"2390","2881.10","4355.37","2103.79","1127.93","2465.81","12934.00"
"2391","3334.26","4888.80","2401.37","1323.37","3085.20","15033.00"
"2392","1509.19","1887.66","1028.97","724.07","1102.11","6252.00"
"2393","3367.75","4865.10","1792.29","1557.74","2920.12","14503.00"
"2394","5543.35","7117.57","3179.87","2010.90","4119.31","21971.00"
"2395","1692.58","2103.74","1111.86","626.44","1067.38","6602.00"
"2396","3819.39","5803.28","2918.90","1727.07","2095.36","16364.00"
"2397","3348.33","5114.39","2146.09","1361.17","1509.02","13479.00"
"2398","3541.93","4309.58","1946.55","1101.42","1181.52","12081.00"
"2399","3612.98","4523.53","1621.27","1457.70","2064.52","13280.00"
"2400","4734.83","5259.32","2410.54","1597.99","2363.32","16366.00"
"2401","1722.07","1891.11","801.30","574.28","962.24","5951.00"
"2402","3796.01","5037.34","1910.55","1432.26","1568.84","13745.00"
"2403","3682.32","4318.63","1885.89","1164.33","3084.83","14136.00"
"2404","2769.06","3819.06","1941.52","1041.03","2635.33","12206.00"
"2405","1826.59","2849.90","1369.35","690.69","1460.47","8197.00"
"2406","4763.81","6123.44","3042.45","1543.14","1617.16","17090.00"
"2407","3225.87","4916.80","2344.34","1629.04","2287.95","14404.00"
"2408","2922.16","3955.17","2072.48","1168.87","2725.32","12844.00"
"2409","2408.52","2568.74","1195.47","890.09","997.18","8060.00"
"2410","4328.38","5026.06","2546.52","1467.23","1518.81","14887.00"
"2411","1352.57","1861.03","924.08","503.24","1365.08","6006.00"
"2412","3590.49","5187.87","1977.69","1492.39","2038.56","14287.00"
"2413","3038.71","3585.93","1548.29","1165.10","921.97","10260.00"
"2414","1559.63","2269.10","1003.97","705.19","1228.11","6766.00"
"2415","5217.28","6937.36","2587.21","1850.94","2016.21","18609.00"
"2416","3833.32","4252.61","2110.26","1199.75","2615.06","14011.00"
"2417","4371.59","4936.13","2123.78","1370.31","2320.19","15122.00"
"2418","4396.38","5548.41","1998.38","1392.07","2415.76","15751.00"
"2419","5452.72","7471.56","2776.95","1890.93","2579.84","20172.00"
"2420","1652.15","2170.61","867.12","548.58","953.54","6192.00"
"2421","2893.75","3714.62","1475.78","1272.33","1369.52","10726.00"
"2422","4577.25","5314.23","2464.49","1924.25","2138.78","16419.00"
"2423","3606.04","4534.51","1638.26","1224.21","2423.98","13427.00"
"2424","6302.22","7137.53","3401.08","1995.22","3443.95","22280.00"
"2425","3012.94","3828.70","1657.65","1169.45","2566.26","12235.00"
"2426","4196.39","6160.11","2247.23","1599.93","3916.34","18120.00"
"2427","2076.26","3287.05","1179.29","964.74","1264.66","8772.00"
"2428","5305.26","7245.60","3329.58","1951.39","2915.17","20747.00"
"2429","1843.49","1999.79","1065.18","553.52","907.02","6369.00"
"2430","5768.42","6032.59","3516.84","2092.30","2149.85","19560.00"
"2431","2616.74","3446.52","1420.46","969.15","2835.13","11288.00"
"2432","2343.73","2801.00","1432.42","1107.13","1603.72","9288.00"
"2433","2580.64","3022.45","1233.60","799.60","1105.71","8742.00"
"2434","2891.35","3407.27","1355.03","1245.17","1493.18","10392.00"
"2435","4801.21","6279.29","2676.08","2025.05","4792.37","20574.00"
"2436","3434.01","4700.65","1959.49","1131.14","1591.71","12817.00"
"2437","2185.73","3533.46","1699.15","1038.82","1233.84","9691.00"
"2438","3788.41","4107.88","1805.25","1327.76","2324.70","13354.00"
"2439","3947.64","5403.19","2366.77","1689.98","1014.42","14422.00"
"2440","3709.87","4595.12","2161.96","1458.15","996.90","12922.00"
"2441","4114.57","4718.34","2046.95","1745.06","2275.08","14900.00"
"2442","5757.04","6068.16","3453.13","1966.00","2254.67","19499.00"
"2443","5133.99","7174.63","2680.63","2102.95","3805.80","20898.00"
"2444","2947.11","3790.62","2047.81","1083.94","1689.52","11559.00"
"2445","3194.41","3764.16","1422.86","1167.44","2170.13","11719.00"
"2446","4821.17","5342.01","2003.94","1844.35","2607.53","16619.00"
"2447","3275.70","3646.31","2061.49","1365.17","1495.33","11844.00"
"2448","2902.87","3378.45","1716.60","841.35","1648.73","10488.00"
"2449","4290.33","5864.52","2748.21","1373.19","2120.75","16397.00"
"2450","1702.58","2352.76","1004.66","675.91","1668.09","7404.00"
"2451","3298.19","5330.31","1790.76","1532.92","2262.82","14215.00"
"2452","2582.69","3110.25","1523.01","897.55","1030.50","9144.00"
"2453","3258.89","4752.96","1784.69","1089.41","2151.05","13037.00"
"2454","3291.12","4330.62","1730.74","1225.20","1100.32","11678.00"
"2455","6051.25","6467.97","3621.18","1920.36","2913.24","20974.00"
"2456","3033.06","3141.66","1775.60","860.52","1362.16","10173.00"
"2457","3418.83","3898.06","1570.58","1093.72","2971.81","12953.00"
"2458","3012.58","3048.90","1577.22","1074.69","1423.61","10137.00"
"2459","2425.01","3054.24","1351.93","835.86","438.96","8106.00"
"2460","2479.23","3631.75","1815.60","1026.98","1862.44","10816.00"
"2461","3619.15","4342.06","1684.91","1157.58","1779.30","12583.00"
"2462","2544.32","3594.83","1475.27","859.15","1801.43","10275.00"
"2463","4813.40","5613.37","2333.95","1482.04","2565.24","16808.00"
"2464","3103.89","4738.11","1607.63","1051.67","2067.70","12569.00"
"2465","2685.13","3229.75","1591.77","916.36","1894.99","10318.00"
"2466","2088.63","2906.77","1355.12","927.59","1457.89","8736.00"
"2467","2430.29","3099.40","1380.91","756.78","512.62","8180.00"
"2468","4048.09","5830.38","1938.23","1613.29","1962.01","15392.00"
"2469","2111.96","2933.42","1283.12","781.33","2302.17","9412.00"
"2470","2609.14","3867.39","1426.59","1104.19","1931.69","10939.00"
"2471","2892.50","3762.13","1681.10","1208.25","664.02","10208.00"
"2472","2308.46","3233.83","1532.53","875.50","2517.68","10468.00"
"2473","1328.37","1807.97","1037.55","475.42","1135.69","5785.00"
"2474","2991.63","4034.91","1373.79","1215.74","1142.93","10759.00"
"2475","2801.70","4372.28","1767.91","1077.52","1911.59","11931.00"
"2476","4002.70","4793.64","1905.04","1774.47","2777.15","15253.00"
"2477","3794.23","5928.81","2188.29","1340.66","3308.01","16560.00"
"2478","5106.62","6365.13","3294.60","1892.28","1819.37","18478.00"
"2479","3414.62","4612.71","2321.46","1372.14","2343.07","14064.00"
"2480","3535.73","4430.68","2046.69","1090.84","1508.06","12612.00"
"2481","2361.39","3095.82","1406.60","854.60","566.59","8285.00"
"2482","2617.65","3287.63","1758.33","856.29","2100.10","10620.00"
"2483","2874.43","3489.61","1609.86","873.12","1804.98","10652.00"
"2484","3027.68","4178.78","1526.10","1007.85","2061.59","11802.00"
"2485","4981.67","6057.55","2115.07","1741.69","2173.02","17069.00"
"2486","5108.44","7548.56","2946.83","2262.35","3176.82","21043.00"
"2487","2386.53","3054.85","1412.33","1121.19","2201.10","10176.00"
"2488","3466.00","4008.30","1565.10","1170.34","1409.26","11619.00"
"2489","4319.90","5361.16","2413.24","1592.56","1346.14","15033.00"
"2490","2600.70","3183.79","1487.75","901.96","660.80","8835.00"
"2491","2839.23","2965.49","1651.60","775.40","1382.28","9614.00"
"2492","4393.26","6795.45","3039.80","1903.21","3439.28","19571.00"
"2493","2307.08","3534.45","1313.57","870.50","2133.40","10159.00"
"2494","4593.50","6141.15","2393.17","1801.20","2790.98","17720.00"
"2495","3913.57","4639.40","1988.57","1266.63","1669.83","13478.00"
"2496","2211.60","3268.06","1222.79","944.87","1647.68","9295.00"
"2497","3909.39","5962.30","3085.22","1815.43","2447.66","17220.00"
"2498","2791.30","3120.04","1345.59","1040.82","1376.25","9674.00"
"2499","4401.03","5174.38","2264.17","1817.15","3360.27","17017.00"
"2500","3121.85","3979.66","1625.68","1164.04","1832.77","11724.00"
"2501","3835.12","5018.91","2423.15","1128.96","1202.86","13609.00"
"2502","2921.23","3565.71","1656.54","1059.27","965.25","10168.00"
"2503","4661.16","6984.23","2417.00","2025.14","2979.47","19067.00"
"2504","3860.14","5017.74","2425.90","1289.38","2347.84","14941.00"
"2505","4331.12","6773.61","2406.97","2088.21","3567.09","19167.00"
"2506","1210.79","1561.57","801.39","553.08","1001.17","5128.00"
"2507","3986.97","4744.61","2555.66","1521.07","2615.69","15424.00"
"2508","3914.93","5351.11","2699.19","1995.88","3702.89","17664.00"
"2509","2670.67","3762.11","1966.75","908.67","1909.80","11218.00"
"2510","3025.12","3506.88","1234.79","1187.43","1266.78","10221.00"
"2511","2922.56","4116.87","2098.66","945.08","1587.83","11671.00"
"2512","1435.84","1907.62","753.23","612.44","1314.87","6024.00"
"2513","1757.79","2239.11","752.14","501.55","1006.41","6257.00"
"2514","2336.96","3780.29","1855.61","842.29","1552.85","10368.00"
"2515","2669.84","4306.47","1479.71","1370.90","1997.08","11824.00"
"2516","2182.30","2586.55","1057.84","681.36","1659.95","8168.00"
"2517","2338.76","3493.45","1803.10","856.87","1707.82","10200.00"
"2518","2545.30","3801.86","1434.64","1051.63","2092.57","10926.00"
"2519","2032.19","2675.76","1243.66","810.47","2012.92","8775.00"
"2520","2243.09","3319.31","1495.00","1163.28","1533.32","9754.00"
"2521","4553.81","5829.36","2250.03","1438.75","1439.05","15511.00"
"2522","3648.93","4531.84","1845.92","1396.55","1991.76","13415.00"
"2523","3720.40","4330.21","1761.61","1452.84","2363.94","13629.00"
"2524","4207.76","5108.40","2296.85","1474.48","1058.51","14146.00"
"2525","3728.28","4604.09","1902.10","1191.80","2287.73","13714.00"
"2526","2018.06","2694.58","1321.19","930.74","1658.43","8623.00"
"2527","3557.41","4576.24","1853.81","1175.76","2506.78","13670.00"
"2528","2684.80","3683.18","1248.70","1109.95","1621.37","10348.00"
"2529","4084.27","5375.46","2195.00","1237.30","1841.97","14734.00"
"2530","5879.32","7037.72","2746.29","2390.27","2309.40","20363.00"
"2531","3776.47","5588.73","1945.22","1292.63","2831.95","15435.00"
"2532","3951.03","6201.09","3026.23","1655.42","1979.23","16813.00"
"2533","2569.97","3262.41","1361.54","1100.82","1305.26","9600.00"
"2534","2807.61","3964.20","1599.08","1360.91","2986.20","12718.00"
"2535","2833.92","4591.59","1660.93","1460.25","1744.31","12291.00"
"2536","2854.94","3593.46","1682.37","1363.89","2218.34","11713.00"
"2537","3495.11","4335.96","2428.98","1596.02","2351.93","14208.00"
"2538","4995.86","8148.57","3282.54","2112.75","3571.28","22111.00"
"2539","1676.62","2626.62","930.23","687.55","1211.98","7133.00"
"2540","2378.40","3321.84","1438.57","816.70","1784.49","9740.00"
"2541","2153.29","3116.40","1380.08","869.68","2265.55","9785.00"
"2542","2062.05","2598.87","954.13","843.96","879.99","7339.00"
"2543","4712.53","6148.92","2219.17","1709.18","2277.20","17067.00"
"2544","5645.78","6662.82","2364.15","2064.30","2324.95","19062.00"
"2545","5722.52","7298.81","3617.67","1787.40","3779.60","22206.00"
"2546","2225.12","3298.72","1374.15","1020.34","1782.67","9701.00"
"2547","4994.06","7636.63","3429.11","1650.42","2511.78","20222.00"
"2548","5734.35","7167.12","3608.53","2150.07","1426.93","20087.00"
"2549","2900.51","4278.32","1920.76","998.28","1411.13","11509.00"
"2550","3514.51","4644.59","2414.92","1723.05","2833.93","15131.00"
"2551","1737.49","2154.14","1116.28","701.37","729.72","6439.00"
"2552","3805.36","4312.96","2274.76","1250.68","1198.24","12842.00"
"2553","2976.61","3599.60","1821.79","948.12","1982.88","11329.00"
"2554","2653.01","3412.23","1495.56","760.12","1114.08","9435.00"
"2555","2922.44","3619.94","1330.31","937.53","1004.78","9815.00"
"2556","3327.35","5176.74","1889.56","1673.44","3001.91","15069.00"
"2557","2416.45","3071.76","1454.79","1116.59","1481.41","9541.00"
"2558","2234.29","3136.23","1351.26","826.67","2139.55","9688.00"
"2559","4890.55","7070.87","2568.86","1957.11","2326.61","18814.00"
"2560","4033.02","5499.72","2116.41","1691.11","2892.74","16233.00"
"2561","3560.96","4676.33","2092.60","1041.53","1549.58","12921.00"
"2562","2717.98","2793.74","1111.76","950.35","1596.17","9170.00"
"2563","5486.87","6792.29","3324.60","2428.47","3508.77","21541.00"
"2564","2505.77","3851.31","1758.88","949.92","1482.12","10548.00"
"2565","3704.33","4701.11","1846.15","1445.12","2512.29","14209.00"
"2566","2426.79","2896.52","1233.70","770.80","819.19","8147.00"
"2567","1875.73","2475.25","1172.99","608.36","1251.67","7384.00"
"2568","3631.32","4947.36","2159.98","1246.62","1386.72","13372.00"
"2569","2711.81","3022.47","1322.10","1081.40","1570.22","9708.00"
"2570","2555.26","3226.57","1524.80","865.19","407.18","8579.00"
"2571","2227.68","3101.98","1293.03","912.80","2241.51","9777.00"
"2572","2540.69","3057.57","1251.96","747.96","1737.82","9336.00"
"2573","3797.42","5109.70","2360.08","1188.21","1734.59","14190.00"
"2574","2085.88","2864.07","1043.53","629.34","1132.18","7755.00"
"2575","2408.36","4031.89","1769.82","1238.30","1300.63","10749.00"
"2576","4237.74","4479.04","1877.12","1291.21","2576.89","14462.00"
"2577","3259.61","4134.43","2135.75","1461.37","2085.84","13077.00"
"2578","2062.36","3051.45","1619.75","977.63","1662.81","9374.00"
"2579","3163.53","5157.08","2433.37","1309.54","1668.48","13732.00"
"2580","4075.62","5491.77","3144.28","1676.04","3394.29","17782.00"
"2581","2315.22","2949.95","1156.04","986.59","1491.20","8899.00"
"2582","3712.12","5760.27","2051.89","1436.53","2834.19","15795.00"
"2583","3601.32","4783.64","2022.58","1685.12","2180.34","14273.00"
"2584","3083.66","4046.12","2103.73","1209.14","1443.35","11886.00"
"2585","2183.97","2401.28","1096.95","887.38","1327.42","7897.00"
"2586","1824.59","2586.41","1123.52","912.65","1818.83","8266.00"
"2587","5281.52","6952.17","3753.22","2523.24","3926.85","22437.00"
"2588","3917.33","4474.31","1769.85","1199.08","1711.43","13072.00"
"2589","4727.45","5030.08","2136.09","1406.94","2932.44","16233.00"
"2590","4756.49","5322.43","2971.76","1592.05","1915.27","16558.00"
"2591","2735.07","3962.24","1626.15","959.74","1202.80","10486.00"
"2592","2724.45","3852.41","1538.85","1261.97","1846.32","11224.00"
"2593","2893.96","3258.73","1484.22","1160.76","2003.33","10801.00"
"2594","1941.84","2575.47","1064.49","665.79","2027.41","8275.00"
"2595","4943.00","6541.35","2944.87","2129.53","1367.25","17926.00"
"2596","3171.39","4067.72","2113.74","1290.66","1636.49","12280.00"
"2597","5017.81","5182.42","2580.12","1481.72","2949.93","17212.00"
"2598","2458.45","3478.01","1409.81","1041.59","2489.14","10877.00"
"2599","1662.64","2366.47","1076.50","817.34","927.05","6850.00"
"2600","3972.87","5562.65","2499.45","1765.94","1523.09","15324.00"
"2601","3960.52","4622.02","1662.79","1369.96","1867.71","13483.00"
"2602","2905.03","4765.28","2107.51","1415.82","1958.36","13152.00"
"2603","3301.47","4427.18","2311.23","1714.82","2656.30","14411.00"
"2604","2558.45","3283.94","1460.96","969.02","1276.63","9549.00"
"2605","4422.30","5732.53","2459.97","1891.60","1599.60","16106.00"
"2606","3264.78","4537.40","2026.90","1288.15","933.77","12051.00"
"2607","3630.56","3868.83","1902.46","1419.41","1448.74","12270.00"
"2608","4269.73","5405.28","2033.39","1461.99","1611.61","14782.00"
"2609","2680.69","3272.34","1576.82","1021.35","2324.80","10876.00"
"2610","3893.66","5298.67","2830.00","1315.12","2916.55","16254.00"
"2611","3366.47","3705.43","1574.90","1001.94","2024.26","11673.00"
"2612","6333.96","7154.72","3386.73","2477.31","1925.28","21278.00"
"2613","5218.15","6430.59","2391.72","1948.02","2092.52","18081.00"
"2614","1668.86","2342.77","1026.51","764.21","1385.65","7188.00"
"2615","5348.39","6073.90","2373.36","1967.46","3085.89","18849.00"
"2616","3287.40","4113.39","1911.96","1444.65","2227.60","12985.00"
"2617","2125.84","2568.04","1235.47","634.98","1073.67","7638.00"
"2618","1709.97","2135.31","903.19","597.05","798.48","6144.00"
"2619","3446.64","4762.99","2038.39","1450.49","1627.49","13326.00"
"2620","1749.93","1960.49","818.51","610.32","1241.75","6381.00"
"2621","3853.98","5078.45","2017.84","1244.60","2943.13","15138.00"
"2622","4697.22","5637.17","2507.92","1646.61","2781.08","17270.00"
"2623","1917.32","2112.20","1051.09","621.16","1205.23","6907.00"
"2624","1442.62","1977.14","824.32","521.85","1182.07","5948.00"
"2625","2918.49","3828.59","1540.31","906.42","1969.19","11163.00"
"2626","2886.82","3330.52","1359.30","856.97","1521.39","9955.00"
"2627","2587.83","3645.94","1456.16","1218.92","1558.15","10467.00"
"2628","4156.70","5761.29","2863.32","1360.50","2353.19","16495.00"
"2629","4879.42","5234.43","2772.57","1905.56","2313.02","17105.00"
"2630","3581.43","4409.59","1822.94","1666.89","3152.15","14633.00"
"2631","3312.04","4707.03","1900.03","1131.05","1607.85","12658.00"
"2632","1619.21","2299.57","973.28","580.83","1555.11","7028.00"
"2633","6792.37","7360.22","3833.55","2256.13","2554.73","22797.00"
"2634","2136.55","3096.92","1109.27","856.95","1111.31","8311.00"
"2635","2638.17","3549.51","1529.48","1180.31","1418.53","10316.00"
"2636","2564.15","3604.45","1751.98","1281.27","1911.15","11113.00"
"2637","2014.53","3061.91","1131.28","990.77","1519.51","8718.00"
"2638","3006.22","3864.33","1609.07","1234.95","1170.43","10885.00"
"2639","2489.78","3135.04","1390.88","693.80","945.50","8655.00"
"2640","3840.09","6007.93","2739.11","1545.53","2896.34","17029.00"
"2641","2842.17","3592.13","1217.30","900.86","1255.54","9808.00"
"2642","3641.12","4749.46","2360.60","1246.96","2211.86","14210.00"
"2643","3671.28","4243.23","1762.83","1162.46","3229.20","14069.00"
"2644","3281.50","4236.52","1636.60","1167.30","2376.08","12698.00"
"2645","3072.77","3769.26","1918.17","1007.51","1071.29","10839.00"
"2646","2764.06","4446.48","1462.47","1141.68","2172.31","11987.00"
"2647","1893.53","2967.33","1487.82","848.25","1146.07","8343.00"
"2648","3728.85","4415.12","1978.44","1523.31","1306.28","12952.00"
"2649","3920.41","4345.82","1892.89","1519.02","1529.86","13208.00"
"2650","3907.98","5035.18","2062.74","1697.00","3616.10","16319.00"
"2651","4712.70","6050.56","3315.98","2345.73","3668.03","20093.00"
"2652","3759.09","4235.27","2085.26","1412.07","2333.31","13825.00"
"2653","4725.83","5971.85","2963.21","1758.69","1763.42","17183.00"
"2654","2531.86","3603.43","1369.17","1227.51","1621.03","10353.00"
"2655","3425.46","3775.56","1509.58","1137.18","2107.22","11955.00"
"2656","3455.65","4135.76","2020.42","1128.87","2561.30","13302.00"
"2657","2920.77","4067.61","1546.73","900.48","1532.41","10968.00"
"2658","3876.31","4596.33","2035.64","1244.91","1334.81","13088.00"
"2659","4672.48","7739.98","2556.86","2037.93","3545.75","20553.00"
"2660","3699.28","4104.64","2173.93","1445.47","1562.68","12986.00"
"2661","4470.50","5496.45","2120.99","1245.94","1657.12","14991.00"
"2662","5145.42","6581.53","2993.37","1997.91","2221.77","18940.00"
"2663","2625.35","3885.05","1348.97","1210.38","2148.25","11218.00"
"2664","4139.03","5528.52","1807.29","1577.31","1655.85","14708.00"
"2665","1812.59","2615.66","1315.04","614.19","1103.52","7461.00"
"2666","3367.34","4591.13","2240.33","1384.88","1734.32","13318.00"
"2667","3941.78","5165.12","2223.99","1493.61","2582.50","15407.00"
"2668","3012.02","3991.93","1596.96","1141.32","1576.77","11319.00"
"2669","2169.41","2922.63","1459.67","834.77","1389.52","8776.00"
"2670","2693.31","3259.49","1761.96","1093.46","1260.78","10069.00"
"2671","2577.10","4172.54","1366.72","1260.10","1656.54","11033.00"
"2672","3031.51","3333.64","1738.08","1144.04","1773.73","11021.00"
"2673","5547.31","7104.96","2481.54","2052.45","3231.74","20418.00"
"2674","2741.67","4133.81","1837.67","1415.73","1795.12","11924.00"
"2675","1420.81","1910.77","866.87","583.92","1099.63","5882.00"
"2676","1579.02","2106.46","1014.65","504.46","453.41","5658.00"
"2677","2097.38","2723.44","1468.59","780.93","1577.66","8648.00"
"2678","3015.02","4295.90","1438.41","945.25","1751.42","11446.00"
"2679","4719.33","6621.06","3059.29","1835.68","3299.64","19535.00"
"2680","3619.95","4433.42","1689.37","1209.02","3113.24","14065.00"
"2681","5373.75","7135.59","3137.07","1569.31","2032.28","19248.00"
"2682","3446.13","4514.00","1773.64","1486.27","1476.96","12697.00"
"2683","6358.66","7795.20","2642.57","1984.44","2653.13","21434.00"
"2684","3328.69","4563.29","2230.24","1490.82","1809.96","13423.00"
"2685","1603.93","1985.94","881.76","697.04","746.33","5915.00"
"2686","5496.91","7087.03","3382.64","1628.76","2581.66","20177.00"
"2687","4165.43","4914.34","1790.16","1499.86","2481.21","14851.00"
"2688","4386.87","7018.31","3493.01","2074.05","2651.76","19624.00"
"2689","2942.98","4477.35","1750.22","1048.96","2296.49","12516.00"
"2690","2249.11","3048.08","1391.75","978.79","860.27","8528.00"
"2691","2490.79","2765.38","1370.92","973.93","743.98","8345.00"
"2692","5188.64","7104.90","3015.31","1935.76","3068.39","20313.00"
