"time_id","country_id","activity_id","unite_id","nb_activities","budget_activite","durees_activite","nb_participants"
"421","5","2551","8","1","6439.00","3","56"
"425","5","2623","8","1","6907.00","4","78"
"430","5","2723","8","1","10369.00","5","83"
"430","5","3521","8","1","5222.00","3","62"
"431","5","2493","8","1","10159.00","4","64"
"431","5","3731","8","1","5778.00","3","82"
"442","5","1525","8","1","7893.00","4","79"
"446","5","470","8","1","5524.00","3","85"
"446","5","5337","8","1","10791.00","5","81"
"457","5","4949","8","1","6085.00","4","70"
"459","5","3088","8","1","7178.00","2","62"
"460","5","3189","8","1","7134.00","2","57"
"462","5","2043","8","1","8533.00","5","79"
"468","5","4099","8","1","8147.00","5","47"
"473","5","328","8","1","6894.00","5","82"
"478","5","1432","8","1","7198.00","3","75"
"491","5","183","8","1","13716.00","5","119"
"497","5","2783","8","1","19922.00","7","114"
"501","5","1435","8","1","18139.00","6","155"
"505","5","1704","8","1","12054.00","6","111"
"509","5","768","8","1","16863.00","6","145"
"513","5","3817","8","1","16770.00","6","151"
"514","5","2582","8","1","15795.00","8","115"
"515","5","5272","8","1","15135.00","5","95"
"520","5","2842","8","1","12314.00","8","122"
"521","5","5295","8","1","18817.00","8","118"
"523","5","3645","8","1","15179.00","8","119"
"534","5","2191","8","1","15258.00","8","117"
"536","5","5651","8","1","19858.00","7","130"
"542","5","5570","8","1","14669.00","5","97"
"544","5","5776","8","1","16292.00","6","160"
"545","5","667","8","1","18709.00","9","96"
"546","5","1573","8","1","16040.00","8","90"
"549","5","5872","8","1","19658.00","9","116"
"552","5","2568","8","1","13372.00","9","121"
"557","5","2560","8","1","16233.00","5","130"
"560","5","1893","8","1","14332.00","5","134"
"577","5","554","8","1","10143.00","4","90"
"579","5","5377","8","1","9954.00","4","88"
"582","5","1515","8","1","8538.00","4","64"
"586","5","408","8","1","11145.00","5","105"
"588","5","3262","8","1","13998.00","4","105"
"590","5","1226","8","1","8970.00","5","86"
"590","5","4802","8","1","13776.00","5","119"
"612","5","5683","8","1","14798.00","3","60"
"623","5","3464","8","1","9243.00","6","98"
"626","5","2269","8","1","8004.00","3","78"
"632","5","982","8","1","14450.00","4","77"
"650","5","513","8","1","8671.00","6","66"
"655","5","1471","8","1","12474.00","5","80"
"657","5","687","8","1","12932.00","6","64"
"665","5","3836","8","1","12117.00","3","85"
"666","5","3863","8","1","12082.00","5","65"
"673","5","105","8","1","8269.00","3","97"
"677","5","5678","8","1","9110.00","3","82"
"679","5","620","8","1","8291.00","3","74"
"682","5","4646","8","1","8050.00","5","52"
"682","5","4773","8","1","11332.00","4","95"
"684","5","5478","8","1","11466.00","5","90"
"691","5","2858","8","1","8465.00","4","81"
"692","5","4703","8","1","7099.00","6","53"
"692","5","5578","8","1","9459.00","5","66"
"699","5","1744","8","1","11442.00","3","89"
"700","5","4383","8","1","7978.00","5","53"
"700","5","5286","8","1","12534.00","3","99"
"707","5","5000","8","1","10087.00","5","84"
"713","5","1465","8","1","9061.00","5","54"
"714","5","1460","8","1","8764.00","6","98"
"716","5","3959","8","1","8129.00","3","74"
"728","5","3929","8","1","7113.00","5","72"
"734","5","3577","8","1","7234.00","6","100"
"737","5","2616","8","1","12985.00","4","54"
"742","5","681","8","1","10649.00","2","78"
"749","5","6015","8","1","7613.00","3","54"
"756","5","572","8","1","7861.00","3","62"
"757","5","3110","8","1","10771.00","4","88"
"766","5","1286","8","1","7510.00","4","69"
"767","5","2087","8","1","7286.00","4","63"
"769","5","1371","8","1","10858.00","2","82"
"777","5","1151","8","1","6013.00","4","85"
"778","5","2160","8","1","5004.00","5","77"
"783","5","3184","8","1","8904.00","3","50"
"786","5","180","8","1","10182.00","3","60"
"787","5","457","8","1","10111.00","5","75"
"787","5","2025","8","1","5103.00","2","74"
"788","5","4320","8","1","6830.00","3","51"
"793","5","5917","8","1","6445.00","2","87"
"795","5","1643","8","1","8532.00","3","58"
"808","5","4693","8","1","10101.00","4","82"
"813","5","5818","8","1","10104.00","4","89"
"816","5","4519","8","1","10984.00","5","84"
"818","5","4000","8","1","10782.00","4","84"
"819","5","1017","8","1","9765.00","4","49"
"820","5","2518","8","1","10926.00","4","58"
"823","5","5848","8","1","5327.00","4","59"
"825","5","1245","8","1","5893.00","3","78"
"829","5","2069","8","1","13630.00","6","152"
"859","5","1142","8","1","19684.00","7","121"
"859","5","5618","8","1","14151.00","6","94"
"862","5","3215","8","1","12713.00","5","94"
"865","5","4988","8","1","15192.00","5","158"
"874","5","1197","8","1","13505.00","6","100"
"876","5","2495","8","1","13478.00","6","94"
"893","5","4188","8","1","13834.00","5","112"
"900","5","3005","8","1","14228.00","5","97"
"901","5","672","8","1","14956.00","7","135"
"906","5","1708","8","1","18494.00","7","130"
"915","5","5307","8","1","18720.00","8","90"
"935","5","5316","8","1","11866.00","3","85"
"938","5","5959","8","1","8634.00","5","80"
"939","5","2750","8","1","11611.00","4","78"
"939","5","3290","8","1","10523.00","5","60"
"950","5","5599","8","1","14524.00","3","81"
"955","5","852","8","1","14829.00","5","117"
"955","5","3761","8","1","13575.00","6","77"
"966","5","3625","8","1","10669.00","3","96"
"975","5","5163","8","1","14165.00","4","101"
"982","5","5038","8","1","14938.00","4","75"
"990","5","5985","8","1","8963.00","4","82"
"993","5","1299","8","1","11372.00","6","67"
"994","5","3322","8","1","13923.00","3","114"
"1002","5","5894","8","1","13474.00","6","119"
"1006","5","3396","8","1","10429.00","4","67"
"1010","5","1285","8","1","10435.00","6","55"
"1010","5","1748","8","1","11618.00","6","96"
"1019","5","3674","8","1","12011.00","4","93"
"1019","5","4551","8","1","12610.00","5","86"
"1029","5","2786","8","1","12121.00","3","63"
"15","1","808","9","1","12016.00","5","74"
"30","1","5004","9","1","11121.00","6","75"
"32","1","3903","9","1","8338.00","3","100"
"34","1","1347","9","1","10451.00","6","51"
"34","1","1715","9","1","12737.00","5","70"
"39","1","184","9","1","11833.00","6","93"
"39","1","2658","9","1","13088.00","6","97"
"44","1","2964","9","1","9147.00","6","86"
"52","1","3654","9","1","13765.00","5","50"
"53","1","287","9","1","9142.00","3","69"
"74","1","481","9","1","8174.00","2","46"
"75","1","2106","9","1","8689.00","2","54"
"75","1","2351","9","1","10171.00","3","48"
"88","1","3075","9","1","9401.00","4","71"
"90","1","1626","9","1","10904.00","4","88"
"92","1","5250","9","1","11905.00","2","67"
"93","1","1207","9","1","6810.00","2","48"
"93","1","4641","9","1","7585.00","5","60"
"96","1","3873","9","1","5867.00","3","80"
"96","1","4203","9","1","8404.00","4","66"
"101","1","793","9","1","6412.00","5","77"
"102","1","3757","9","1","11356.00","2","57"
"106","1","3749","9","1","11467.00","3","75"
"112","1","461","9","1","11137.00","4","59"
"120","1","3470","9","1","12637.00","3","46"
"121","1","971","9","1","7241.00","4","75"
"121","1","1495","9","1","11528.00","2","54"
"121","1","1614","9","1","8146.00","4","70"
"131","1","4283","9","1","7272.00","4","57"
"132","1","4546","9","1","12202.00","4","78"
"132","1","4733","9","1","9254.00","3","59"
"137","1","4094","9","1","10488.00","2","58"
"137","1","6034","9","1","6469.00","5","88"
"140","1","4114","9","1","8397.00","2","72"
"149","1","43","9","1","10996.00","4","69"
"169","1","580","9","1","21385.00","6","120"
"171","1","2207","9","1","18655.00","6","118"
"173","1","1575","9","1","18265.00","8","115"
"179","1","3284","9","1","22184.00","5","116"
"188","1","2262","9","1","22320.00","5","147"
"191","1","1155","9","1","18151.00","7","125"
"196","1","2029","9","1","16026.00","6","147"
"209","1","5970","9","1","19377.00","5","147"
"212","1","1908","9","1","16895.00","8","102"
"220","1","3825","9","1","21725.00","5","160"
"227","1","3278","9","1","15627.00","8","114"
"228","1","3264","9","1","19809.00","7","160"
"235","1","4572","9","1","15044.00","4","60"
"239","1","2773","9","1","11364.00","4","61"
"240","1","1633","9","1","15615.00","3","102"
"240","1","4697","9","1","14288.00","6","96"
"244","1","755","9","1","12327.00","4","81"
"249","1","4615","9","1","9900.00","4","64"
"250","1","3188","9","1","10919.00","4","98"
"251","1","3335","9","1","14286.00","3","87"
"255","1","1115","9","1","12548.00","6","99"
"267","1","5205","9","1","11612.00","3","106"
"268","1","4237","9","1","9497.00","4","83"
"272","1","2357","9","1","12847.00","4","111"
"272","1","3161","9","1","15092.00","3","72"
"283","1","4558","9","1","11510.00","4","73"
"290","1","4351","9","1","16342.00","4","100"
"298","1","3624","9","1","9609.00","6","89"
"303","1","1096","9","1","11747.00","4","76"
"304","1","2432","9","1","9288.00","5","82"
"304","1","4287","9","1","10469.00","3","96"
"308","1","275","9","1","9584.00","5","106"
"310","1","4704","9","1","12406.00","4","83"
"316","1","2334","9","1","17148.00","5","103"
"328","1","3482","9","1","14729.00","6","68"
"329","1","4164","9","1","12396.00","6","63"
"333","1","1770","9","1","13035.00","5","55"
"340","1","3961","9","1","10241.00","4","51"
"342","1","5300","9","1","13752.00","3","86"
"345","1","4296","9","1","14801.00","6","87"
"345","1","5413","9","1","10329.00","4","89"
"348","1","1582","9","1","13123.00","6","55"
"348","1","2887","9","1","11220.00","6","59"
"352","1","1743","9","1","8194.00","3","77"
"352","1","4640","9","1","10941.00","6","81"
"353","1","3295","9","1","13905.00","6","76"
"356","1","2438","9","1","13354.00","6","51"
"356","1","5739","9","1","11158.00","6","100"
"359","1","5221","9","1","9917.00","3","81"
"360","1","4865","9","1","12492.00","4","69"
"361","1","3920","9","1","13828.00","3","83"
"362","1","3230","9","1","14787.00","6","51"
"371","1","5083","9","1","10451.00","6","65"
"372","1","4917","9","1","11314.00","6","73"
"374","1","1491","9","1","13733.00","3","53"
"375","1","3179","9","1","9418.00","3","51"
"377","1","5103","9","1","9453.00","6","99"
"380","1","3453","9","1","11688.00","3","81"
"383","1","5313","9","1","12812.00","5","85"
"395","1","3415","9","1","11880.00","4","69"
"402","1","4853","9","1","10761.00","2","46"
"404","1","205","9","1","7736.00","2","83"
"412","1","3404","9","1","11140.00","2","83"
"424","1","3100","9","1","7234.00","3","82"
"431","1","615","9","1","7558.00","2","49"
"432","1","52","9","1","8184.00","5","49"
"433","1","188","9","1","8938.00","2","59"
"434","1","2129","9","1","7853.00","2","85"
"439","1","4219","9","1","6628.00","2","52"
"441","1","1464","9","1","9518.00","5","62"
"454","1","648","9","1","10701.00","5","55"
"466","1","4386","9","1","7964.00","4","54"
"467","1","4228","9","1","5992.00","3","88"
"474","1","4261","9","1","6406.00","5","55"
"489","1","3841","9","1","16941.00","9","127"
"498","1","5964","9","1","20771.00","5","149"
"505","1","5777","9","1","16363.00","8","128"
"509","1","4273","9","1","19278.00","6","121"
"512","1","1419","9","1","17808.00","8","112"
"525","1","286","9","1","22057.00","9","102"
"525","1","1610","9","1","17512.00","6","116"
"531","1","5225","9","1","21203.00","5","123"
"536","1","4589","9","1","22413.00","7","152"
"538","1","5744","9","1","16562.00","5","130"
"540","1","2994","9","1","18305.00","9","140"
"546","1","5598","9","1","17977.00","6","154"
"555","1","4460","9","1","17711.00","6","131"
"566","1","555","9","1","15346.00","8","128"
"575","1","4161","9","1","13138.00","3","83"
"579","1","611","9","1","11474.00","4","100"
"581","1","974","9","1","12645.00","6","89"
"592","1","3597","9","1","11274.00","5","107"
"597","1","2176","9","1","9758.00","6","101"
"603","1","2525","9","1","13714.00","5","68"
"607","1","1316","9","1","9898.00","6","102"
"611","1","2904","9","1","16091.00","3","86"
"614","1","3101","9","1","13854.00","6","117"
"619","1","3165","9","1","13595.00","3","94"
"620","1","4025","9","1","13757.00","3","105"
"626","1","3350","9","1","16918.00","4","87"
"651","1","136","9","1","16400.00","6","73"
"662","1","5796","9","1","11142.00","5","84"
"668","1","4466","9","1","12428.00","4","83"
"672","1","2261","9","1","10011.00","6","78"
"672","1","4002","9","1","12120.00","3","86"
"686","1","1653","9","1","14276.00","4","84"
"689","1","5687","9","1","11678.00","6","99"
"694","1","1738","9","1","11317.00","5","94"
"697","1","3336","9","1","10364.00","3","60"
"701","1","3520","9","1","10367.00","3","66"
"713","1","805","9","1","14349.00","4","94"
"718","1","2602","9","1","13152.00","6","94"
"731","1","5927","9","1","14027.00","6","70"
"732","1","1136","9","1","10390.00","4","60"
"735","1","754","9","1","9624.00","3","58"
"738","1","237","9","1","12419.00","6","62"
"746","1","690","9","1","10585.00","4","52"
"755","1","2519","9","1","8775.00","3","47"
"760","1","1977","9","1","8372.00","4","49"
"770","1","3964","9","1","5755.00","4","74"
"772","1","3344","9","1","5832.00","4","58"
"774","1","4735","9","1","10606.00","4","88"
"777","1","2071","9","1","9771.00","4","56"
"779","1","4788","9","1","7401.00","4","64"
"788","1","697","9","1","9326.00","2","88"
"791","1","1391","9","1","10635.00","2","53"
"792","1","1871","9","1","8558.00","3","63"
"794","1","120","9","1","11797.00","5","63"
"800","1","3982","9","1","11325.00","4","49"
"801","1","1674","9","1","8244.00","4","71"
"802","1","5725","9","1","7197.00","4","73"
"808","1","325","9","1","6396.00","3","68"
"812","1","1944","9","1","12582.00","4","60"
"819","1","5397","9","1","6422.00","3","66"
"826","1","501","9","1","11479.00","4","88"
"834","1","2217","9","1","16082.00","8","125"
"835","1","2295","9","1","16285.00","5","114"
"837","1","4890","9","1","22075.00","8","99"
"838","1","3367","9","1","17348.00","7","107"
"844","1","5697","9","1","19223.00","9","153"
"849","1","4530","9","1","15396.00","8","116"
"863","1","1027","9","1","20175.00","8","137"
"871","1","204","9","1","18559.00","5","160"
"872","1","3951","9","1","21701.00","7","115"
"878","1","810","9","1","16818.00","5","142"
"879","1","263","9","1","21455.00","6","112"
"883","1","5247","9","1","17273.00","7","139"
"885","1","3160","9","1","16694.00","7","146"
"886","1","1072","9","1","14576.00","8","102"
"886","1","4214","9","1","20447.00","7","95"
"895","1","4965","9","1","21411.00","6","92"
"897","1","5686","9","1","17996.00","6","108"
"900","1","485","9","1","18733.00","9","154"
"900","1","633","9","1","15500.00","5","157"
"900","1","1243","9","1","14238.00","8","108"
"901","1","2673","9","1","20418.00","7","117"
"902","1","529","9","1","22783.00","7","128"
"907","1","4550","9","1","19995.00","8","152"
"925","1","5934","9","1","12188.00","3","104"
"926","1","5453","9","1","16948.00","3","115"
"928","1","906","9","1","12628.00","6","76"
"949","1","2598","9","1","10877.00","5","95"
"953","1","4583","9","1","9662.00","4","103"
"957","1","5939","9","1","13847.00","3","69"
"971","1","2577","9","1","13077.00","4","114"
"994","1","4854","9","1","14592.00","6","117"
"996","1","3072","9","1","11924.00","4","67"
"1003","1","3465","9","1","13575.00","3","65"
"1003","1","4085","9","1","11575.00","5","73"
"1004","1","801","9","1","15968.00","5","66"
"1008","1","230","9","1","12150.00","4","54"
"1013","1","3172","9","1","10985.00","5","57"
"1014","1","636","9","1","13935.00","5","87"
"1014","1","2800","9","1","11059.00","6","89"
"1014","1","3031","9","1","11917.00","4","63"
"1026","1","2190","9","1","14418.00","4","77"
"1032","1","4440","9","1","10051.00","6","75"
"1032","1","4781","9","1","13985.00","6","85"
"10","2","6020","9","1","9911.00","3","95"
"15","2","800","9","1","10851.00","4","71"
"17","2","2213","9","1","14331.00","4","83"
"22","2","1225","9","1","10580.00","4","82"
"22","2","2561","9","1","12921.00","4","85"
"22","2","5889","9","1","11803.00","4","91"
"29","2","5054","9","1","11800.00","4","85"
"32","2","2664","9","1","14708.00","4","89"
"33","2","2115","9","1","10049.00","3","62"
"35","2","2209","9","1","10455.00","6","67"
"42","2","4767","9","1","14415.00","6","53"
"48","2","5655","9","1","9562.00","4","86"
"53","2","3388","9","1","10896.00","6","72"
"54","2","2457","9","1","12953.00","5","57"
"59","2","1568","9","1","11636.00","5","83"
"62","2","3117","9","1","8220.00","4","70"
"66","2","2663","9","1","11218.00","4","70"
"68","2","5482","9","1","8240.00","3","51"
"71","2","689","9","1","12546.00","5","64"
"84","2","2593","9","1","10801.00","3","52"
"87","2","704","9","1","11414.00","5","88"
"90","2","2755","9","1","8390.00","4","84"
"96","2","5454","9","1","7618.00","3","80"
"102","2","885","9","1","9079.00","2","72"
"105","2","1147","9","1","10244.00","5","54"
"130","2","4571","9","1","6150.00","3","87"
"130","2","5913","9","1","11785.00","4","50"
"138","2","1395","9","1","12198.00","4","73"
"139","2","4864","9","1","10199.00","2","88"
"158","2","403","9","1","15648.00","8","160"
"176","2","3045","9","1","18048.00","6","143"
"177","2","3021","9","1","19863.00","6","132"
"179","2","5911","9","1","20904.00","6","124"
"180","2","4596","9","1","15681.00","9","159"
"183","2","3061","9","1","14120.00","5","138"
"185","2","36","9","1","17956.00","6","122"
"187","2","1650","9","1","14556.00","9","102"
"190","2","4145","9","1","15033.00","6","121"
"193","2","5457","9","1","22996.00","8","95"
"205","2","1754","9","1","17143.00","9","158"
"206","2","5677","9","1","21385.00","6","107"
"209","2","577","9","1","21990.00","9","102"
"210","2","2175","9","1","19392.00","6","118"
"212","2","464","9","1","21391.00","6","99"
"215","2","370","9","1","13900.00","7","107"
"216","2","1989","9","1","22093.00","6","157"
"218","2","2170","9","1","22635.00","7","104"
"221","2","3981","9","1","14274.00","8","106"
"226","2","427","9","1","18023.00","6","158"
"229","2","4630","9","1","14956.00","5","140"
"239","2","706","9","1","14692.00","5","60"
"251","2","453","9","1","14116.00","5","87"
"253","2","5344","9","1","15207.00","6","93"
"260","2","3780","9","1","12000.00","3","63"
"261","2","4948","9","1","16777.00","3","79"
"265","2","4807","9","1","10770.00","3","60"
"266","2","1463","9","1","15552.00","3","116"
"269","2","93","9","1","13374.00","6","120"
"278","2","1624","9","1","9556.00","4","65"
"291","2","5834","9","1","12602.00","6","67"
"295","2","4801","9","1","11965.00","4","75"
"301","2","1161","9","1","11908.00","3","98"
"303","2","4001","9","1","12549.00","5","78"
"304","2","3310","9","1","12754.00","6","95"
"306","2","3567","9","1","12208.00","5","119"
"316","2","4404","9","1","16962.00","3","97"
"321","2","1287","9","1","9281.00","5","67"
"323","2","2731","9","1","13553.00","3","68"
"324","2","3536","9","1","13963.00","3","97"
"330","2","5222","9","1","12896.00","5","63"
"332","2","4618","9","1","12870.00","3","71"
"333","2","1751","9","1","8753.00","3","53"
"335","2","1740","9","1","9689.00","3","67"
"337","2","2666","9","1","13318.00","4","75"
"341","2","4447","9","1","13782.00","5","58"
"342","2","3305","9","1","8450.00","5","98"
"342","2","3702","9","1","13238.00","5","55"
"345","2","1421","9","1","12177.00","4","76"
"346","2","5407","9","1","12575.00","6","69"
"354","2","3721","9","1","13420.00","5","75"
"367","2","78","9","1","11444.00","3","91"
"373","2","4086","9","1","11376.00","4","64"
"377","2","1999","9","1","11819.00","6","89"
"387","2","4549","9","1","10400.00","5","95"
"392","2","4723","9","1","9111.00","6","62"
"397","2","4581","9","1","11893.00","5","80"
"402","2","1803","9","1","10596.00","5","88"
"402","2","4531","9","1","10428.00","5","88"
"414","2","3675","9","1","6254.00","2","81"
"417","2","3306","9","1","8614.00","3","85"
"422","2","4111","9","1","11973.00","2","74"
"430","2","1570","9","1","6249.00","3","77"
"436","2","2502","9","1","10168.00","2","53"
"438","2","1238","9","1","8261.00","2","56"
"448","2","5361","9","1","7267.00","5","67"
"450","2","1196","9","1","10943.00","2","60"
"455","2","284","9","1","7583.00","4","72"
"471","2","2725","9","1","7055.00","2","65"
"479","2","5988","9","1","11528.00","2","46"
"483","2","899","9","1","11030.00","3","62"
"486","2","2304","9","1","20248.00","9","144"
"493","2","2195","9","1","21245.00","9","151"
"516","2","5285","9","1","19270.00","8","105"
"522","2","2692","9","1","20313.00","8","102"
"526","2","4504","9","1","19593.00","8","146"
"527","2","5145","9","1","15797.00","8","101"
"531","2","1241","9","1","17292.00","8","113"
"532","2","1983","9","1","16953.00","8","128"
"539","2","1958","9","1","20376.00","9","159"
"539","2","2158","9","1","18015.00","9","113"
"547","2","5394","9","1","15827.00","5","90"
"554","2","3991","9","1","22665.00","8","94"
"556","2","2442","9","1","19499.00","7","99"
"557","2","433","9","1","21710.00","8","109"
"557","2","815","9","1","19885.00","9","135"
"557","2","3526","9","1","17266.00","8","100"
"558","2","3720","9","1","17512.00","9","117"
"562","2","2935","9","1","18515.00","8","111"
"562","2","3158","9","1","17986.00","9","142"
"564","2","1468","9","1","18915.00","6","140"
"564","2","4420","9","1","14999.00","8","128"
"568","2","5689","9","1","20619.00","8","138"
"577","2","3153","9","1","13376.00","4","77"
"592","2","2210","9","1","13764.00","6","89"
"599","2","2305","9","1","12032.00","6","80"
"612","2","4078","9","1","9285.00","6","86"
"613","2","2882","9","1","13965.00","3","115"
"618","2","1528","9","1","11628.00","4","89"
"622","2","1047","9","1","15898.00","4","100"
"631","2","5508","9","1","14912.00","5","101"
"635","2","4553","9","1","16210.00","4","105"
"646","2","1519","9","1","16103.00","6","119"
"648","2","3931","9","1","14018.00","4","99"
"652","2","665","9","1","13405.00","4","102"
"655","2","4042","9","1","13023.00","6","72"
"656","2","1114","9","1","13786.00","5","54"
"659","2","2796","9","1","9275.00","3","100"
"673","2","3071","9","1","9419.00","3","89"
"678","2","2109","9","1","13169.00","6","81"
"689","2","651","9","1","11977.00","3","67"
"699","2","2316","9","1","12660.00","3","92"
"718","2","2437","9","1","9691.00","5","85"
"719","2","3962","9","1","14607.00","4","68"
"723","2","1396","9","1","10014.00","5","72"
"732","2","3690","9","1","10981.00","6","99"
"734","2","4992","9","1","9761.00","5","61"
"737","2","5876","9","1","12201.00","5","72"
"746","2","1038","9","1","10109.00","2","55"
"749","2","3551","9","1","7910.00","2","76"
"753","2","469","9","1","12062.00","4","50"
"760","2","2891","9","1","7782.00","4","84"
"760","2","3927","9","1","11544.00","4","52"
"763","2","3243","9","1","5970.00","5","77"
"765","2","4369","9","1","10000.00","2","83"
"771","2","3190","9","1","8244.00","4","53"
"772","2","4634","9","1","9654.00","5","59"
"802","2","5153","9","1","10315.00","3","55"
"806","2","3565","9","1","9633.00","2","84"
"808","2","5359","9","1","10099.00","2","90"
"814","2","2572","9","1","9336.00","2","47"
"815","2","2779","9","1","11161.00","5","49"
"815","2","4431","9","1","6259.00","3","81"
"820","2","2510","9","1","10221.00","4","46"
"824","2","1911","9","1","10465.00","5","56"
"824","2","2677","9","1","8648.00","4","77"
"832","2","1536","9","1","16388.00","6","104"
"863","2","5039","9","1","14061.00","5","105"
"867","2","4588","9","1","19918.00","7","109"
"876","2","5524","9","1","22528.00","9","118"
"886","2","3695","9","1","18602.00","5","113"
"893","2","4330","9","1","15856.00","5","124"
"905","2","309","9","1","22250.00","5","150"
"910","2","566","9","1","17601.00","9","144"
"913","2","1271","9","1","15570.00","8","101"
"932","2","17","9","1","13166.00","5","109"
"982","2","3225","9","1","17052.00","4","81"
"984","2","2033","9","1","14057.00","3","98"
"1004","2","3037","9","1","12881.00","6","113"
"1017","2","573","9","1","13894.00","6","82"
"1019","2","20","9","1","14092.00","4","96"
"1027","2","1788","9","1","13620.00","6","95"
"20","3","607","9","1","10370.00","5","98"
"21","3","4245","9","1","13799.00","6","81"
"22","3","2948","9","1","9120.00","3","84"
"27","3","4782","9","1","9393.00","5","94"
"40","3","4321","9","1","12130.00","3","60"
"40","3","5066","9","1","12976.00","4","75"
"47","3","2150","9","1","10857.00","3","86"
"53","3","568","9","1","13092.00","6","96"
"54","3","2331","9","1","8884.00","4","65"
"55","3","4653","9","1","13147.00","6","62"
"61","3","164","9","1","14220.00","6","80"
"68","3","1518","9","1","6022.00","5","52"
"73","3","2540","9","1","9740.00","3","49"
"74","3","2","9","1","7885.00","4","70"
"77","3","5081","9","1","8897.00","2","64"
"79","3","4777","9","1","9990.00","5","89"
"91","3","5089","9","1","7083.00","3","56"
"101","3","415","9","1","6214.00","4","48"
"102","3","5719","9","1","6227.00","5","81"
"105","3","1069","9","1","10950.00","5","52"
"120","3","836","9","1","11144.00","3","59"
"120","3","917","9","1","7195.00","3","73"
"120","3","2846","9","1","9778.00","4","79"
"121","3","5659","9","1","9927.00","5","47"
"125","3","2614","9","1","7188.00","5","53"
"126","3","174","9","1","9395.00","2","79"
"133","3","3506","9","1","8343.00","3","81"
"135","3","1469","9","1","12539.00","4","65"
"135","3","4064","9","1","8200.00","3","77"
"139","3","5233","9","1","9312.00","4","46"
"143","3","3633","9","1","10879.00","3","83"
"145","3","3089","9","1","11137.00","2","80"
"146","3","1377","9","1","6368.00","2","59"
"150","3","5370","9","1","14872.00","9","97"
"157","3","1436","9","1","14603.00","5","122"
"157","3","3516","9","1","14130.00","5","115"
"158","3","1363","9","1","20871.00","5","160"
"163","3","1736","9","1","14262.00","8","135"
"164","3","3898","9","1","18911.00","6","115"
"166","3","4250","9","1","15098.00","8","158"
"169","3","1093","9","1","21134.00","7","146"
"177","3","4952","9","1","19037.00","5","147"
"180","3","5079","9","1","21551.00","7","105"
"182","3","5470","9","1","17553.00","8","107"
"189","3","5041","9","1","18532.00","6","128"
"201","3","2530","9","1","20363.00","6","140"
"222","3","3923","9","1","14701.00","8","93"
"227","3","3238","9","1","19391.00","9","111"
"227","3","3732","9","1","17324.00","6","116"
"229","3","1109","9","1","20588.00","6","90"
"230","3","4631","9","1","21396.00","9","148"
"235","3","2250","9","1","16558.00","5","88"
"236","3","4605","9","1","10729.00","4","91"
"244","3","2479","9","1","14064.00","5","103"
"250","3","5663","9","1","14576.00","6","81"
"253","3","3626","9","1","15366.00","3","114"
"259","3","214","9","1","15303.00","3","116"
"261","3","783","9","1","10927.00","5","68"
"273","3","4712","9","1","15196.00","4","84"
"281","3","4159","9","1","17009.00","6","104"
"283","3","3102","9","1","12879.00","4","108"
"289","3","4511","9","1","14855.00","4","112"
"290","3","5417","9","1","13067.00","3","87"
"291","3","1192","9","1","13739.00","6","109"
"296","3","2445","9","1","11719.00","6","88"
"301","3","3356","9","1","16886.00","3","117"
"301","3","3590","9","1","10102.00","4","68"
"317","3","5811","9","1","13176.00","4","62"
"319","3","1991","9","1","12361.00","5","79"
"324","3","2957","9","1","13756.00","3","53"
"329","3","5138","9","1","10946.00","5","78"
"331","3","2059","9","1","11033.00","6","60"
"339","3","2421","9","1","10726.00","4","69"
"340","3","1332","9","1","9910.00","6","74"
"341","3","5928","9","1","9149.00","5","92"
"348","3","1466","9","1","11793.00","5","68"
"360","3","748","9","1","9695.00","6","56"
"360","3","5919","9","1","14907.00","4","99"
"361","3","5738","9","1","12487.00","5","71"
"363","3","4060","9","1","13779.00","5","58"
"364","3","1296","9","1","14136.00","4","61"
"367","3","2625","9","1","11163.00","5","65"
"372","3","941","9","1","10368.00","6","99"
"373","3","2027","9","1","13224.00","6","70"
"374","3","627","9","1","12663.00","5","97"
"392","3","603","9","1","9474.00","6","95"
"397","3","4266","9","1","11498.00","4","98"
"401","3","5949","9","1","11656.00","4","61"
"404","3","3877","9","1","11172.00","3","45"
"405","3","2367","9","1","10553.00","3","72"
"416","3","2829","9","1","7395.00","2","62"
"422","3","1981","9","1","8543.00","5","72"
"426","3","1150","9","1","9011.00","3","68"
"430","3","4348","9","1","10912.00","4","65"
"430","3","5348","9","1","7324.00","4","56"
"432","3","2328","9","1","10337.00","5","56"
"437","3","3618","9","1","12497.00","3","67"
"441","3","967","9","1","7959.00","2","47"
"444","3","3784","9","1","9496.00","3","78"
"447","3","3194","9","1","12255.00","4","69"
"449","3","3826","9","1","7599.00","2","81"
"456","3","1281","9","1","7511.00","2","51"
"458","3","1988","9","1","5984.00","5","57"
"462","3","2514","9","1","10368.00","5","88"
"462","3","4791","9","1","11554.00","3","72"
"463","3","5111","9","1","10244.00","5","52"
"467","3","6017","9","1","7951.00","4","45"
"469","3","1055","9","1","7439.00","3","77"
"487","3","2098","9","1","15409.00","9","145"
"493","3","1399","9","1","22042.00","6","151"
"498","3","4649","9","1","18550.00","6","108"
"502","3","2196","9","1","21582.00","8","91"
"506","3","4714","9","1","18337.00","5","99"
"514","3","4202","9","1","17110.00","7","136"
"517","3","4766","9","1","21554.00","6","112"
